page,title,article,category
https://www.newtimes.co.rw/entertainment/month-releases-top-tracks-your-music-list,"A month of releases: Top tracks for your music list
","MARCH is the month of song releases as a host of local artistes continue to drop songs day after day, since the beginning of the month.,The likes of Tom Close, Buravan, Aline Gahongayire and different gospel rappers such as The Pink are having their songs already leading the top charts across local radio and TV entertainment shows.,Below is the list of songs recently released that you do not want missing in your playlist this month:,A healing gospel song indeed!,In ‘Izindi Mbaraga’, gospel singer Aline Gahongayire and Niyo Bosco are instilling hope in the hopeless and strength for the weak that there is good future after all… and people are already loving the spiritual message that the song carries. ,Since it was released on March 5, the song has garnered over a thousand comments praising the melody, the message and the vocals of the duo in the song.,In less than a week, ‘Izindi Mbaraga’ a production by producer Santana and Directed by Serge Rugamba, already has over 130 000 view on YouTube.  , While he dedicates most of his time to serving the general public with better healthcare as the Division Manager of Blood Transfusion at Rwanda Biomedical Centre (RBC), Dr. Thomas Muyombo spares some time in studio to entertain his music supporters.,The singer, commonly known by his stage name Tom Close, went to Producer Madebeats’ studio and recorded a love song ‘So Fine’ which is not only dedicated to his wife but to also inspire lovers keep their fire burning.,“It’s a love song where I am giving assurance about my love and telling my lover how different my love is, compared to what she would get from others,” The singer told The New Times a few hours after releasing the song on Tuesday, March 9.,The song was, according to the singer, released a day after the International Women’s Day celebration, as a way of showing ‘my appreciation to all the women”,The video was directed by Mariva.,Yvan Buravan is aware that he had a quiet 2020 and his latest lyric song ‘Supernatural’ is an indication that he is looking forward to re-establishing himself again this year.,Two weeks after releasing his EP ‘Foreign Affairs’, the Prix Decouverte RFI laureate dropped a brand new song on Monday, March 8.,He dropped the song to preach the power of love while describing it as ‘Supernatural’ given the fact that its description is immeasurable. It has no formula.,The audio of the song, which is composed in English, was produced by Producer Madebeats. The video comes out next week.,Two years ago, KNC announced that he would be retiring from music. But now, the story seems to be different or has the singer failed to keep his promise for the love he has for music. On March 9, he released his new song ‘Toka Shitani’, a collaboration with local top rappers Jay Polly, Neg The General and Pacson.,The song, according to the singer and media entrepreneur, was recorded to caution some youth against involving themselves in drug use and other bad habits that could ruin their future as a consequence.,KNC explained that he recorded the song together with the rappers who previously accustomed to such life experience that eventually got them sentenced to prison on a number of occasions.,‘Gospel Cypher’ is an all-star Hip Hop song that features eight top local rappers namely Bull Dogg, The Pink, Blaise Pascal, Ga-Yell, NPC, Philip Sendi, JeJeh Uomo Fuoco and Canada-based Bright Patrick.,Released last week, the he song was recorded in collaboration with capital records, according to The Pink.,“Capital records wanted something big that will show unity between gospel rappers...I talked to some rappers that I was sure they will make a good cypher and they accepted. We proposed to rap about God's work in our lives,” she told The New Times.,The audio of the song was produced by Ency Via Pro while the video was shot by video director Sinta and Samy.",arts_culture
https://www.newtimes.co.rw/entertainment/za-nduru-movie-series-exploring-lives-celebrities-behind-scenes,"Za Nduru: A movie series exploring the lives of celebrities ‘behind the
scenes’
","AFTER MONTHS of shooting and production, ‘Za Nduru’ a movie series that will take you through the daily ‘behind the scenes’ life of celebrities is finally coming to your screens.,The film is in its nature is produced with focus on the life of local artistes, at concerts, studio and their social life in the community.  ,The idea to produce the film came to Alex Muyoboke’s mind back in 2015 but he  could not immediately start  working on it because he was concentrated on music management.,It was in 2020 when the music management guru approached renowned film writer Roger Niyoyita from whom he was seeking advice to help him develop a film out of the untold stories behind the scenes of artistes.,“At the time, I looked at the life our artistes live behind the scenes and I approached Roger seeking advice on how we can develop it into a big film project,” Muyoboke told The New Times.  ,As the film producer, Muyoboke later presented the project to Canada-based Judith Niyonizera who eventually sponsored its production process until the movie was finalised.,The budding actress, Safi Madiba’s ex, is among the characters that feature in the movie series. She also doubles as the film’s executive producer.,Muyoboke and his team have since been working on the film since October and they already have a 12-episode season ready to to be aired today March 9. It will be showing on TV 10 twice a week, every Tuesday 9.30pm and Saturday 11am.,The movie comprises 10 main characters and other supporting characters and features a host of local artistes including Ziggy55, rappers Fighter P and Fireman, Radio presenter and local artiste MC Tino and Producer Sano Panda among others.,It also features established characters in the film industry including female singer Aline Gahongayire and Longin Ilunga among others.,People will also find some familiar faces of former Miss Rwanda contestants in the past editions acting in the film.,Muyoboke said ‘Za Nduru’ will be a must-watch movie for those who want to know what a real life of an artiste is like,“The movie is interesting because there is a part of an artist’s life that people want to see and have experience with. The movie is also a platform for artists to show the audience that they have another life outside of music,” Muyoboke explained.,‘When you look at what is happening in the creative industry, especially in music. There are a lot of untold stories that people are more interested to know than what they see on stages during concerts and other social events. A lot happens behind the scenes and the movie will be capturing all those stories they want to see,” he added. ",arts_culture
https://www.newtimes.co.rw/entertainment/how-brain-aspect-has-shaped-miss-rwanda,"How the ‘Brain’ aspect has shaped Miss Rwanda
","IT IS THAT TIME OF THE YEAR when the whole country is talking about Miss Rwanda. The annual beauty pageant becomes one of the most talked-about topics at the beginning of each year as members of the public pick their favourite contestants as the voting ensues., Over the years, Miss Rwanda has evolved with time, as new aspects are introduced to the pageant, while the prizes and benefits accrued have also increased over the years, attracting many young women., This year’s pageant was by far the most talked-about pageant, with many on social media questioning if the Miss Rwanda ‘pandemic’ edition ‘was necessary’ when the organisers announced that this year’s edition will be held both virtually and in , The organisers went on to prove doubters wrong, with the auditions attracting over 400 contestants, who registered, out of which 37 were picked to proceed to the pre-selection phase. Last weekend, on March 6, 20 girls were picked to proceed to the boot camp, which is currently taking place at La Palisse Nyamata., A closer look at this year’s edition, the brain aspect of the ‘Beauty, Brain and Culture’ theme has been emphasized, with the contestants expected to benefit in terms of development of their capacity as well as career and interpersonal skills., This year particularly, all the 20 girls are expected to receive scholarships at University of Kigali as well as baking courses from Peters Bakers., “This year we have focussed our efforts on ensuring that the girls get the necessary skills to help them in their lives even beyond Miss Rwanda. We believe that the pageant, is a platform through which girls can come and leave feeling different,” says Meghan Nimwiza., “Apart from scholarships, the contestants are also given public speaking skills, entrepreneurial skills as well as training on common knowledge such as current affairs, national policies and other forms of training that make them leave better equipped and more knowledgeable,” she added., This year, the girls in the boot camp will be trained by different experts with knowledge in different areas, while their interpersonal skills will also be honed while in the boot camp., On Monday, the girls were equipped with public speaking and communication skills as well as other aspects that boost self-confidence and esteem., “It starts with me, I affirm it and it will happen” the girls vowed during the afternoon session on public speaking and building self-confidence, which was hybrid in nature (both physical and virtual)., Prof. Harald von Korflesch, the project director of StArfrica and professor for Entrepreneurship at University of Koblenz, virtually briefed the girls about entrepreneurship, conceiving ideas and bringing them to reality.,The Project Manager of StArfrica in Rwanda, Katharina Hartwig, together with Sylvia Makario, a space technology engineer and female entrepreneur, and Natacha Karangwa, an actress, spoken word artist and project coordinator Generation Rise Rwanda, took the girls through an interesting session., Among other skills, the contestants were tipped on self-affirmation, discovering their inner passion and confidence to believe in themselves that they can do whatever they set out to do in order to achieve their goals in life., They were also trained on standing tall, being able to express their ideas while speaking firmly as well as skills to identify their weaknesses and inefficiencies and be able to work on them., “At Miss Rwanda, we take the brain aspect of the pageant as the most important and believe that the best way to empower girls is to give them access to education and train them with the necessary skills they need,” emphasizes Nimwiza., She said that since 2014, at least half of the contestants, including the winners, have gone on to start their own initiatives which are making a difference in the society., Speaking recently, Patience Iribagiza, the co-founder and Executive Director of Afro Ark, a young women-led and community-based organisation, founded to address challenges faced by women, children, and youth in Rwanda, said that Miss Rwanda as a platform gave her the exposure she needed to spur her ambitions.",arts_culture
https://www.newtimes.co.rw/entertainment/dancer-habumugisha-represent-rwanda-regional-break-dance-competition,"Dancer Habumugisha to represent Rwanda at regional break dance competition
","DANCER HARUNA HABUMUGISHA has won a ticket to represent Rwanda at the forthcoming regional Rotation Dance Exchange (RED), a break dance competition that will take place in Tanzania, in August.,The 24-year-old, who has been living with a physical disability since he was seven years of age, booked the ticket after he was crowned champion of the Rotation Dance Exchange (RDE), Breaking competition, Rwandan chapter held last weekend at Peponi Living Spaces in Gacuriro.,The Rotation Dance Exchange is an initiative by the Young Creative Leaders working  towards making  Breaking’s status a recognized sport throughout African countries.,Despite being the lone contestant with disability, Habumugisha overcame tough competition from other seven contestants in a breaking competition which closed the Young Creative Leaders Covid-safe bubble retreat.,“It gives me strength to prove to people that I can do what they don’t think I can do. The fact that I have disability does not mean that I can’t beat others in a competition as long as I am doing what I can do best,” Habumugisha told The New Times on Monday.,Rwanda's innovative government and the work of Kigali Breaking Cypher also inspired this unique collaboration.,Habumugisha, also known as Bboy Haruna,  dances for Kubasha Dance Crew, a team of 12 dancers with disabilities.,During the event, Habumugisha overcame mental warfare brought to him by his competitors. Staying composed and confident earned him his title, becoming an ambassador and an inspiration for young people with disabilities, advocating to reduce the stigma surrounding disabled people through performances and workshops with the Kubasha Dance Crew.,The champ Habumugisha will be representing Rwanda in the RDE World Finale later this year, an achievement which boosted his confidence that disability does not mean inability in a world of Breaking which opened new movement potential for him to explore creatively until he was crowned the champion of Rwanda.,The Rotation Dance Exchange competition was produced in partnership with Kigali Breaking Cypher, a local development vehicle which produces platforms for the development of the hip-hop dance industry.,This unique global collaboration extends from Breaking being announced as a sport in the Paris 2024 Olympic, a step towards advocating government support in formalising a national Break Dance team.,In August, Habumugisha will be competing against his East African opponents  and book a ticket to participate in the RDE contest on the global stage, in the United Kingdom.,He is also among members of Kubasha Dance Crew who were invited in Sweden to show the potential of people with disabilities through dancing in a conference slated in September.",arts_culture
https://www.newtimes.co.rw/entertainment/top-10-visual-artists-rwanda,"The top 10 visual artists in Rwanda
","USING SIMPLE TOOLS like charcoal, granite pencils, and ball pens, artists turn their imaginations into visual art that are not only appealing but also convey messages.,In an evolving art world, local artists in Kigali are finding a niche in producing artworks, some of which have been showcased at several galleries and museums and galleries outside of Rwanda.,In a random survey, The New Times consulted different arts enthusiasts and came up with the top ten visual artists Rwanda has, in no particular order.,Arguably the oldest artist in the country, , needs no introduction in the local visual art circles with over four decades in the game.,Binamungu, 68, was born in the Democratic Republic of Congo in 1954. It is from there that he discovered his knack for drawing at the tender age of eight. In 1973, he held his first ever solo art exhibition, thanks to a Belgian Catholic White Father who had earlier identified his talent.,Throughout his career, he  has organised a series of famous art exhibitions including “Another language”, his recent contemporary art exhibition held in 2019, which put him in the league of his own and, despite his age. He is widely praised for being persistent in a profession that wasn’t given so much emphasis before.,Binamungu has an art gallery in Masaka and, before the pandemic, he held at least four art exhibitions every year.,Binamungu is regarded as a national treasure by many art enthusiasts, who have followed the country’s evolving art industry and his philosophy behind every piece of painting that he produces.,Most of the wall paintings found inside top hotels in Kigali were made by Pascal Bushayija, one of the best and most-experienced artists that Rwanda has in its ranks.,Alongside Epa Binamungu, Bushayija is one of the most celebrated artists of his generation.,His personality in the art industry and his magic touch in sculpture also saw him get involved in designing famous sculptures in the country including the new monument depicting Rwanda traditional dance at Sonatube roundabout in Kicukiro District.,Besides art, Bushayija is also a budding musician., The 23-year-old began drawing on walls and floors using charcoal as a kid. As a teenager, he began doing some research on the basic principles of art through the internet and got the inspiration from E-Art, a Facebook group that brings artists together to share their ideas.,His best works got the nod by different international art exhibitions. His recent participation at an international art exhibition event was in 2019 when he exhibited his ‘Rwanda Retold’ at MoCada Museum in New York,,He is a member of Envision Media Arts Collective, a multimedia arts collective and gallery based in Kigali that creates cutting edge art and opportunities for emerging local artists,but he is currently working with collecters to sell his art work.,A graduate of Ecole d’Arts de Nyundo in Rubavu, Bernard Birasa’s creativity has seen him get involved in the fast evolution of the arts industry in Rwanda over the decade.,His works attract attention not only from Rwanda, as his finest paintings get market exposure outside the country, especially in Ethiopia,  Canada and  Libreville in Gabon among others,Birasa is also a conservationist of Rwandan culture. He combined his passion for arts and love for Rwanda culture and produced some art works which are now stored at Rwanda Art Museum in Kanombe.,BirasArt Gallery is located at Lemigo Hotel. He is also the producer of the majority of the hotel’s wall paintings.,is not a new name among the arts fraternity in Rwanda.,A survivor, and orphan, of the 199 Genocide against the Tutsi, Bakunzi used art as a tool to overcome his trauma and hatred for the people who were involved in killing his family.,Bakunzi has done a series of art exhibitions at his art gallery dubbed ‘Uburanga’ through which inspired many young kids to unlock their creative potential.,His beautiful paintings became known for their semi abstract nature, fluidity, unique textures, bright colors, and their themes which explore traditional Rwandan culture.,As a beneficiary of Art Rwanda-Ubuhanzi, visual artist , found a big platform with which to present his talent to the world of arts and his creativity has influenced his quick rise to fame in a few years.,If you pass by Art-Rwanda Ubuhanzi’s showroom, his eye-catching paintings will impress you into buying one for your living room.,He is one of promising artists to watch in the near future.,Karakire is one of the many artists to look out for in the art scene in the city, where numerous galleries, art-focused community centers and independent studios have popped up in recent years.,Under various types of paints, namely; watercolors, oils and acrylics, some of Karakire’s works are inspired by the Rwanda’s devastating history of the Genocide against the Tutsi, while others, brightly painted and optimistic, look to the future.,Karakire’s talent in arts is undoubtedly impressive and watching his paintings and illustrious works at his gallery ‘Imagine Art Studio’ in Nyamirambo, would be a breathtaking experience.,dream completely came true when he co-founded the Inema Art center, along with his brother Innocent Nkurunziza, after they traveled to the United States for artist residencies and toured the Museum of Modern Art and the Guggenheim in New York.,He is known for using e-wastes like computer keyboards, resins, wood and other used electronic parts to make the best of recyclable art.,His pieces are among the most sought after at the international market with which he once charged one of his art piece back in 2017 with a price tag of $ 28,000.,Most of Nkuranga’s pieces mixed media creations on board.,Few women have taken on art as a career but collage artist ,has found a comfortable room in the male-dominated field  and has been very active in Rwanda’s art industry. ,Her artistic signature is collage and water colours, with the use of paper from magazines as a medium to create meaningful art. Her artwork is mainly aimed at empowering black women to address their challenges, including misrepresentation in the arts industry. Her art pieces are among the most sought after on the market, selling at good prices at international art exhibitions.   ,One of the most talented contemporary artists of age, ,who  is regarded as one of the best painters/ muralists in town.,Inspired by children and women, the 28-year-old painter uses digital art to portray his inner feelings, conveying peaceful, loving and inspiring messages that inspire his audience as part of his contribution to Rwanda’s rebuilding process.,A member of Ivuka Arts an art studio located in Kacyiru, Ngabonziza is known for his creativity in making a series of murals across the country, particularly in Kigali.His paintings and murals most often revolve around social themes and aim to advance human rights for all.",arts_culture
https://www.newtimes.co.rw/entertainment/vasti-jackson-releases-song-rwandan-women,"Vasti Jackson releases dedication song for Rwandan women
","World-renowned composer, guitarist, vocalist and producer Vasti Jackson has shown special appreciation to all women across the globe, particularly Rwandan women, through his brand-new song ‘She is Woman Enough’,The Multi-Grammy nominee dropped the song today, March 8, on the occasion of the “International Women’s Day” celebrations to raise a voice and let every woman know she is appreciated, loved and celebrated on this day… and every single day.,Speaking of his brand-new release, the singer said, “There wouldn’t be a better place to tell a story of strong women, and women empowerment other than Rwanda”,“I also dedicate “She is Woman Enough” to all the wonderful and amazing women from across the globe, and let this song, whenever any man plays it, be a reminder to be thankful, protective, and supportive to our daughters, sisters, girlfriends, mothers, and wives,” he added.,The production of the song was done in collaboration with Rwandans and Americans.  , and other countries across Africa last year,  Vasti said he witnessed ‘miracles’ and was inspired to write, sing, and produce songs in collaboration with locals, international musicians, and singers, highlighting the beauty and culture of Africa.,“She is Woman Enough”, along with various songs in the pipeline, is a result of that collaboration and a sign of strong commitment in promoting the African music ecosystem in partnership with Rwanda’s Africa in Colors, one of the organisations that the musician worked during his Africa tour.,The singer, whose origin is in Mississipi, also dedicated the song to his mother, Josie Jackson who also features in the song.,“My mother, like many mothers across the globe, are our first source of inspiration, and extraordinary human beings, that are the true definition of “She is Women,Enough”. They instill in us confidence, and believe that we are more than enough,to achieve anything in life we sincerely pursue,” he said.,Jackson’s Vast Eye Creative, and Africa in Colors are planning tours, and entertainment activities, in order to support girls’ education, and empowerment.,The programs will be in partnership with various organizations working with, and for girls across Africa and beyond.",arts_culture
https://www.newtimes.co.rw/entertainment/i-did-not-study-videography-meddy-saleh-his-passion-visuals-magic-touch,"“I did not study videography”, Meddy Saleh on his passion for visuals, 
magic touch
","He is one of the most outstanding videographers in Rwanda, with his name etched on most modern Rwandan music videos you can think of, alongside Bernard Bagenzi.,But Meddy Saleh cuts such a humble figure, you wouldn’t think he is the same person behind some of the most popular music videos we watch on a daily basis.,From the way he speaks to his meek demeanor, Meddy Saleh is the epitome of people who can be described as ‘calm and collected’.,One would imagine that his works, which have earned him celebrity status, have made him inaccessible, given his schedule, since he is one of the most sought-after videographers in Rwanda but from the look of things, the 41-year-old has not let it get to his head.,What is more fascinating about this is that he actually did not do any courses in videography -it is all in the love for video as a form of art.,“It is something I used to like since I was a child. I even used to lie that I'm sick so that I don't go to school so that we can stay home watching movies and stuff like that,” says Saleh in an interview with ,.,“I learned by myself. When I went to Tanzania, I met a friend who was from Burundi. He was living in Tanzania and he was filming at weddings and from there, I started to like videography,” Saleh recalls.,The filmmaker who was born in Gahini, Eastern Province, lived his life between Rwanda, the Democratic Republic of Congo (DRC) and Tanzania.,He spent his childhood studying in Goma, DRC during the day and returning to Gisenyi, where he lived in the evening. In 1994, his family moved to Kinshasa for three years, but later his mother moved to Tanzania and he also relocated to join her.,He returned to Rwanda in 2002 and met Eric Kabera, the organiser of Rwanda Film Festival and founder of Rwanda Cinema Centre. Kabera saw him show a friend something he shot in Tanzania, and it caught his eye.,“When he came into the cybercafe and he saw what I did, he just told me to come and so we could talk and see if we could do something together,” he recalls.,For Meddy Saleh, videography is something you need to do as a passion if you want to do it well. It is much more than setting up a camera and shooting. One has to use their artistic skills to be successful at it.,""First of all, it has to be a passion. You have to love what you do. Sometimes people think that videography is all about knowing how to shoot, take a picture and you just get money,” says Saleh.,For him, it wasn’t even about the money. In fact, when he started off, he worked for free in cases where artistes he worked with didn’t have the money. He fell in love with the idea of art, and he would propose to work on their projects for free.,He also continued to improve his skills by watching what other professionals in the craft do on YouTube. His big break came in 2005 when he was selected to take part in the Maisha Film Festival in Uganda, a videographer or short film producer.,It was during the seminars at Maisha that he met the now globally famous Lupita Nyong’o and did a short film for her. Although she was yet to hit the big screen at the time. When he looks back, he thinks that was his biggest project.,His other big projects include film documentaries for the African Development Bank (AfDB) and for Transform Africa Summit, among others.,Despite making a name as one of the biggest photographers, the journey has not been without any challenges.,“Sometimes people don't understand what we do and they think it's an easy job to do. They don't understand that we spend time filming, we spend time editing, we spend nights,” Saleh says, adding that it is for the same reason people don’t understand the value of what they do.,“I don’t think people give the real value of what we do,” Saleh says, adding, however, that the perception is improving because people now no longer go to South Africa or Kenya when they have big projects, as was the case before.,When it comes to working with artistes, Saleh says most times he has to come up with the whole idea or concept. If he is lucky, an artiste will come up with an idea and all he will need is to add value, but mostly he starts from scratch.,He enjoys working with artistes who are creative and can come up with ideas because it makes his work easier.,When an artiste comes with a storyline or storyboard, he will use a shorter time to get it done as opposed to when he has to improvise. He however believes that the future of videography in Rwanda is bright.,“The future is bright because for now there are many videographers and they're doing well,” Saleh observed, ably saying that currently, Rwanda ranks better among East African countries.,The filmmaker believes that if Rwandan videographers got the support they need from the government and the media, they would do even better and be recognised beyond Rwanda.,Saleh also said that the work of videographers directly promotes the image of the country, citing Tanzania as one of the countries where videographers are established and as a result their industry has grown.,Like many industries, Saleh said the visual industry, which is still growing, was hit hard by the Covid-19 outbreak.,“In the beginning, it was not easy, but now we have had to cope with the situation and we are now slowly picking up.,He has worked with several artistes including Yvan Buravan, who he used to manage, Knowless Butera, Bruce Melodie, Meddy, The Ben and many others. Among the popular songs he has worked on are ‘We don’t care’ by Meddy and Rayvanny and ‘Thank you’ by Tom Close and The Ben.,Outside Rwanda, he has worked with artistes in DR Congo including ‘Prix Decouvertes’ winner Celine Mbanza, Stino, Gaz Mawete and Cappuccino, among others.,He is currently working on a project (which he couldn’t name), for Bruce Melodie and another one for the Goma-based singer Stino.,-,On social media platforms, he is known as a doting father, always involved in the raising of his two daughters who he co-parents with his ex-wife, popular socialite Shadia Mbabazi, commonly known as Shaddy Boo.,Despite parting ways, the couple continues to co-exist, at one point even appearing in Yvan Buravan’s video together, leading to speculation that they could get back together.,“Right now, I'm single. I have no issues with my children’s mother. We understand each other and yeah, it's very easy,” he says when asked about co-parenting, adding that he relates to his children in a manner that makes them ‘Daddy's girls’.,Meddy Saleh has six other siblings – three girls and four boys. He pursued his studies in Goma and Kinshasa before dropping out to focus on his passion.",arts_culture
https://www.newtimes.co.rw/entertainment/filmmaker-why-he-documents-stories-about-rwandan-women,"Filmmaker on why he documents stories about Rwandan women
","A Rwandan short documentary film titled ‘Lake Women’ was earlier this month selected for the Pan African Film Festival (PAFF). As part of the festival, the film has, alongside other selected films, been screening since March 1 and will end on March 14, after which they will announce the winners.,‘Lake Women’ is about a strong, determined woman who finds treasure on Lake Kivu, begins a quest to form the first Rwandan fisherwomen's group ever. Breaking traditional gender roles and norms, her “liberated women” makes history in Rwandan society by turning the patriarchal fishing community upside-down.,Deve Shema, a Rwandan filmmaker directed the film. The inspiration, he said, came about after he read a ,, in this paper, about a fisherwoman in Rusizi who was defying all odds to fend for his family through fishing.,Throughout his filmmaking career that started in 2015, Shema has so far made four films, eight short films, and another documentary that is currently in post-production. ‘Lake women’ for him, however, is a unique and special film because it tells of the unbeatable resilience and sacrifice of women.,“There has also been a lot of improvement from the other films I have done in terms of image, sound and storyline which have come from experience and learning which enabled pay attention to details throughout the entire production,” he added.,As he explained, Marianna, the main character in the documentary, goes fishing in the night but one of the fishermen went missing and so the others were scared but she encourages others to go. The men start mocking her and calling her names, but the other women are inspired to join her and soon form a group that operates independently from the men.,As a matter of fact, he shared, his next film project titled “Black Widow” is also a fictional story about women and fishing.,As the only boy in his family, raised by his sisters who sacrificed a lot after his mother passed at a tender age, he explains, is the reason why he is inclined to document about women.,“I have experienced how much sacrifice and love women give, and that is maybe why my themes are usually driven towards them,” he said.,About the production said: “We shot the film last year at the end of February in Rusizi, Nkombo Island.  The process of the whole project took me about five months and began attending after a workshop organised by Rwanda Media Project. The subject matter was one of the ideas that I submitted was picked by the organisers., Luckily, by the time we got to the lockdown, we were already editing with the help of the sponsors. We however had to edit online since they had moved back abroad and with internet connection problems, the completion of the film was delayed.”,Shema was in Form Three when he wrote his first short movie script. A radio show that talked about movies made him fall more in love with movies. He then met with Jerome Mugabo, a scriptwriter who introduced him to cinema and taught him to write scripts.,After high school, he attended his first-ever scriptwriting workshop at the Rwanda Christian Film Festival in 2013 and later Maisha Film Lab in 2015, shortly before directing his first film, ""Running."",He believes the challenges for all filmmakers are the same, but Rwandan filmmakers have achieved so much given the age of the industry and the experience.,“We still have a lot of skills to catch up with, but it’s amazing how much filmmakers in this country have achieved, beating odds to win awards continentally and globally. Also, our audience is also beginning to understand this kind of art form which has given us a boost.,We have investors who are setting up the Rwanda Film Office and we hope to market our films through the office,” he said.,Established in 1992, PAFF's goal is to present and showcase the broad spectrum of black creative works, particularly those that reinforce positive images and help destroy negative stereotypes. ,“Because the festival is happening online, we will not have interactions and networking with participants, which is how we grow our connections as filmmakers.,Although we will not meet people, my film will be known through the festival,” Shema said.",arts_culture
https://www.newtimes.co.rw/entertainment/physical-zero-waste-shop-open-kigali-month,Physical Zero-Waste shop to open in Kigali this month,"THIS MONTH, Kigali Farmers´ and Artisans´ Market (Kigalifaam) will be opening its flagship store for the first time in Kigali.,The shop dubbed ‘PIMA’, which is Swahili for Weigh will provide a place for people to shop knowing their impact on the environment is as minimal as practically possible, while at the same time supporting Made in Rwanda and Made in Africa businesses.,To achieve this goal, all of the food or artisanal products are bought in bulk quantities, in either reusable, recyclable, or returnable packaging.,According to the organisers, the grand opening week will include five percent discount off of all products, official access to drop-off points at the store for items that can be recycled or up-cycled, free product samples as well as take-away food from Pats bangers food trailer, all the while observing Government regulations on gatherings.,According to Flo Mwashimba, the founder of Kigalifaam and PIMA, the new inititiative is part of their efforts to support #madeinrwanda and #madeinafrica home industries and micro, small and medium enterprises (MSMEs)., “I am always thinking of ideas to support them and this seemed like the perfect fit. We buy our food products in bulk quantities, directly from the producers in either reusable, recyclable or returnable packaging. Consumers are encouraged to come with their own containers and/or reusable bags and we will serve them according to what they require,” she added.,She noted that artisanal vendors are usually environmentally conscious so consumers can also expect to find jewelry, home decor and even potted plants made from up-cycled materials.,“It's not possible to practice 100 percent  Zero-waste but, we hope to encourage a movement whereby the community can weigh their choices in how they spend and what they spend on, all the while knowing there is a place to finally deposit their ¨waste¨ safely,” she said.,PIMA store also offers an opportunity to save some money while helping keep a local or regional business open.,In partnership with MSMEs and organisations like Duhope, Kandaka Naturals, El Amore Garden Kigali, East African Foods and Beverages, Hope for Children Ministries among others, PIMA Zero-Waste Shop is able to ensure that all ´waste´ brought to their shop for recycling or up cycling reach their respective partners.,This also means Kigalifaam through PIMA can help reduce the cost of production for some of their vendors which in turn can translate to savings for consumers.,With Rwanda being the first African country to ban plastic bags combined with the comprehensive approach to recycling and repurposing electronic waste (it is among the few countries that have an electronic waste policy and regulations and the second in Africa to have a state-of-the-art e-waste dismantling and recycling facility)., Mwashimba says she is excited to see this new phase of Kigalifaam take off together with its partners and vendors, and is looking forward to creating an impact in Rwanda.",arts_culture
https://www.newtimes.co.rw/entertainment/miss-rwanda-2021-top-20-finalists-boot-camp-unveiled,"Miss Rwanda 2021: Top 20 finalists for boot camp unveiled
","The crown for the next Miss Rwanda will now be determined by the 20 contestants who progressed to the boot camp slated for Sunday, March 7 at La Palisse Hotel Nyamata.,The top 20 finalists were decided during the pre-selection exercise held virtually at Intare Conference Arena on Saturday, March 6. It was also televised on RBA’s Kigali Channel 2 (KC2) to allow the public to follow it from home.,They were selected out of 37 contestants who got 'PASS' to represent their respective provinces earlier during the auditions held three weeks ago.,The pre-selection event, which started at 6.30PM, was hosted by public broadcaster’s trio of Martina Abera, Davy-Carmel and Luckman Nzeyimana.,Before the pre-selection, all contestants and the pageant organizing team underwent PCR Covid-19 test. All of them tested negative before they went into the bubble at La Palisse Hotel, Nyamata.,After weeks of campaigning for votes and presenting their projects to the public through media tours, Laila Kabagema and Sonia Ishimwe booked automatic tickets to the boot camp after gathering the highest number of votes during the voting exercise held from February 22 to March 6 both online on IGIHE’s website and via SMS.,After assessing their on-stage performances during the pre-selection exercise based on catwalk, presentation of their project and the content of their projects, the jury comprising lead judge Emma-Claudine Ntirenganya, Basile Uwimana, Pamela Mudakikwa, Michele Iradukunda and Carine Urusaro selected 18 remaining contestants,for the boot camp.,They include Lorita Benita Isaro, Phiona Uwase, Sonia Uwase Kagame, Linda Uwankusi Nkusi, Sandrine Umutoniwase, Witness Umutoni, Leah Umutesi, Larisa Teta, Hense Teta Musana and Nathalie Musango.,Others include Morela Kayitare Isheja, Marie-Paul Kayirebwa, Chrissie Karera, Grace Ingabire, Esther Ingabire, Evelyne Gaju, Hope Akaliza and Amanda Akaliza.,Meanwhile, 17 contestants were eliminated from the competition and will immediately pull out of the bubble and go back home.,The contestants will spend two weeks in the boot camp until the winner of the contest is announced during the grand finale slated on March 20. She will dethrone reigning crown holder Naomi Nishimwe.",arts_culture
